cues,condition,nb_experimental_responses,nb_simulated_responses,nb_common_responses,common_r_1,common_r_2,common_r_3,common_r_4,common_r_5,common_r_6,common_r_7,common_r_8,common_r_9,common_r_10,common_r_11,common_r_12,common_r_13,common_r_14,common_r_15,common_r_16,common_r_17,common_r_18,common_r_19,common_r_20,common_r_21,common_r_22,common_r_23,common_r_24,common_r_25,common_r_26,common_r_27,common_r_28,common_r_29,common_r_30,common_r_31,common_r_32,common_r_33,common_r_34,common_r_35,common_r_36,common_r_37,common_r_38,common_r_39,common_r_40,common_r_41,common_r_42,common_r_43,common_r_44,common_r_45,common_r_46,common_r_47,common_r_48,common_r_49,common_r_50,common_r_51,common_r_52,common_r_53,common_r_54,common_r_55,common_r_56,common_r_57,common_r_58,common_r_59,common_r_60,common_r_61,common_r_62,common_r_63,common_r_64,common_r_65,common_r_66,common_r_67,common_r_68,common_r_69,common_r_70,common_r_71,common_r_72,common_r_73,common_r_74,common_r_75,common_r_76,common_r_77,common_r_78,common_r_79,common_r_80,common_r_81,common_r_82,common_r_83,common_r_84,common_r_85,common_r_86,common_r_87,common_r_88,common_r_89,common_r_90,common_r_91,common_r_92,common_r_93,common_r_94,common_r_95,common_r_96,common_r_97,common_r_98,common_r_99,common_r_100,common_r_101
machine,1-first,35,24,2,ordinateur,fabriquer
machine,2-distant,53,68,6,vapeur,automate,rouage,usine,ordinateur,industrie
rapport,1-first,30,19,1,analyse
rapport,2-distant,44,57,0
genre,1-first,23,20,1,film
genre,2-distant,53,55,1,film
jardin,1-first,26,24,5,fleur,maison,verdure,potager,parc
jardin,2-distant,48,57,6,potager,verdure,balcon,plante,piscine,joli
rayon,1-first,23,29,6,soleil,magasin,diamètre,supermarché,laser,lumineux
rayon,2-distant,39,63,4,diamètre,supermarché,magasin,courbure
colline,1-first,22,24,4,montagne,mont,falaise,vallée
colline,2-distant,44,41,3,montagne,verdure,vallée
chien,1-first,14,30,4,chat,animal,aboyer,patte
chien,2-distant,44,52,5,chat,animal,aboiement,pitbull,poil
peau,1-first,44,34,4,épiderme,poil,cuir,couleur
peau,2-distant,48,66,5,crème,texture,dermatose,brûlure,teint
mur,1-first,33,24,2,toit,porte
mur,2-distant,48,65,2,béton,bâtiment
science,1-first,42,23,4,recherche,chimie,psychologie,biologie
science,2-distant,59,50,3,vulgarisation,recherche,biologie
enfant,1-first,29,21,7,parent,jeune,adulte,bébé,famille,adolescent,âge
enfant,2-distant,53,41,3,adolescent,adulte,école
lune,1-first,14,23,5,soleil,ciel,nuit,terre,astre
lune,2-distant,42,48,4,astre,étoile,planète,lumière
cause,1-first,18,18,2,conséquence,raison
cause,2-distant,48,58,4,effet,conséquence,raison,provoquer
table,1-first,23,28,8,chaise,repas,ronde,cuisine,assiette,tabouret,dîner,rond
table,2-distant,51,63,5,manger,repas,assiette,ronde,chaise
toit,1-first,14,26,4,maison,tuile,toiture,mur
toit,2-distant,39,57,7,abri,tuile,maison,cheminée,ardoise,chapelle,bois
jeunesse,1-first,34,17,3,enfance,adolescent,adolescence
jeunesse,2-distant,58,48,5,vie,sport,jeune,adolescent,enfance
nord,1-first,10,23,2,sud,ouest
nord,2-distant,34,43,1,sud
direction,1-first,28,19,0
direction,2-distant,57,38,0
mer,1-first,20,21,4,océan,plage,sable,terre
mer,2-distant,55,52,7,sable,océan,récif,marin,plage,bateau,terre
objet,1-first,31,20,1,forme
objet,2-distant,55,50,1,élément
appel,1-first,24,21,2,demande,projet
appel,2-distant,53,59,6,urgence,demande,candidature,tribunal,offre,téléphonique
lutte,1-first,21,19,1,combat
lutte,2-distant,52,58,5,combat,défendre,combattre,lutter,éradiquer
mari,1-first,14,22,1,femme
mari,2-distant,45,40,5,homme,femme,amant,père,famille
vin,1-first,23,30,6,boire,verre,boisson,bouteille,fromage,rosé
vin,2-distant,57,56,7,apéritif,cépage,boire,dégustation,vignoble,gastronomie,repas
rôle,1-first,22,20,2,acteur,jouer
rôle,2-distant,41,46,1,acteur
horizon,1-first,18,19,3,lointain,paysage,futur
horizon,2-distant,48,61,4,avenir,réflexion,ambition,futur
jambe,1-first,19,24,5,pied,bras,main,genou,courir
jambe,2-distant,46,33,4,main,tête,cou,cuisse
page,1-first,17,22,2,format,numéro
page,2-distant,44,49,2,format,rédaction
fil,1-first,29,22,6,aiguille,coudre,conducteur,actualité,câble,bobine
fil,2-distant,43,66,5,aiguille,conducteur,bobine,couture,retordre
soeur,1-first,16,21,3,frère,nièce,mère
soeur,2-distant,43,36,4,fille,frère,famille,tante
preuve,1-first,36,25,5,fait,certitude,prouver,évident,irréfutable
preuve,2-distant,48,44,4,vérité,tangible,irréfutable,fait
morceau,1-first,21,26,2,chanson,couper
morceau,2-distant,43,49,2,musique,chanson
gauche,1-first,12,22,1,droite
gauche,2-distant,34,39,4,politique,droite,parti,socialiste
doigt,1-first,20,24,4,main,toucher,pied,nez
doigt,2-distant,49,46,4,main,pied,bras,nez
garçon,1-first,10,19,1,fille
garçon,2-distant,46,45,3,fille,enfant,petit
façon,1-first,17,20,3,manière,autre,être
façon,2-distant,39,36,5,manière,être,propre,penser,faire
chambre,1-first,21,21,3,lit,maison,hôtel
chambre,2-distant,49,46,5,maison,jardin,hôtel,auberge,confort
question,1-first,9,20,4,réponse,interrogation,poser,problème
question,2-distant,40,43,5,interrogation,réponse,réflexion,savoir,réfléchir
acte,1-first,28,21,1,décision
acte,2-distant,46,73,3,décision,loi,notarial
rose,1-first,20,22,7,fleur,rouge,bleu,couleur,pâle,pétale,parfum
rose,2-distant,46,53,1,fleur
oncle,1-first,10,24,3,tante,cousin,mère
oncle,2-distant,34,30,5,frère,tante,cousin,père,maman
herbe,1-first,31,28,6,jardin,pelouse,prairie,arbre,plante,rosée
herbe,2-distant,46,61,1,gazon
faim,1-first,19,28,6,soif,manger,nourriture,estomac,famine,misère
faim,2-distant,46,54,7,estomac,ventre,pauvreté,misère,horrible,manger,soif
école,1-first,29,22,8,primaire,élève,éducation,classe,collège,scolaire,élémentaire,lycée
école,2-distant,48,33,5,apprentissage,enseignement,éducation,élémentaire,professeur
lit,1-first,24,21,9,dormir,oreiller,couette,chambre,matelas,nuit,coucher,confortable,drap
lit,2-distant,52,61,5,dormir,maison,drap,coucher,meuble
masse,1-first,22,22,3,poids,volumique,inertie
masse,2-distant,48,74,5,poids,gravité,important,force,musculaire
flamme,1-first,11,27,3,feu,éteindre,braise
flamme,2-distant,40,44,2,feu,brûler
lèvre,1-first,19,23,5,bouche,visage,baiser,sourire,embrasser
lèvre,2-distant,48,55,7,baiser,visage,sourire,commissure,nez,embrasser,bouche
passage,1-first,29,22,3,piéton,couloir,route
passage,2-distant,52,51,0
principe,1-first,38,22,4,règle,loi,fondement,respect
principe,2-distant,47,58,4,code,règle,arrêté,fondamental
sens,1-first,33,22,1,signification
sens,2-distant,50,66,2,signification,croyance
habitude,1-first,39,17,1,faire
habitude,2-distant,54,28,1,changer
passion,1-first,23,20,5,amour,désir,envie,coeur,aimer
passion,2-distant,41,49,4,envie,désir,amant,aimer
désir,1-first,19,23,5,amour,volonté,passion,frustration,fantasme
désir,2-distant,49,67,6,amour,pulsion,soif,attirance,volonté,plaisir
larme,1-first,21,20,4,pleurer,tristesse,triste,pleur
larme,2-distant,36,51,7,tristesse,joie,rire,désespoir,chagrin,bonheur,sourire
vache,1-first,21,24,2,lait,chèvre
vache,2-distant,46,61,7,lait,fromage,viande,boeuf,brouter,élevage,veau
début,1-first,9,21,2,fin,commencer
début,2-distant,39,36,2,fin,commencer
pierre,1-first,28,22,1,rocher
pierre,2-distant,51,41,4,église,sculpteur,grotte,jean
visage,1-first,23,28,4,tête,sourire,masque,larme
visage,2-distant,44,65,1,sourire
arbre,1-first,22,27,9,forêt,tronc,plante,chêne,bois,végétation,écorce,peuplier,planter
arbre,2-distant,47,56,1,végétation
position,1-first,39,19,2,posture,point
position,2-distant,50,64,1,posture
avis,1-first,28,21,3,décision,conseil,demande
avis,2-distant,51,50,2,proposition,demande
